"Sample_name","Population","Selection","Criollo","Nacional","Amelonado","Purús","Marañon","Curaray","Contamana","Guiana","Iquitos","Nanay"
"630_NA","Reference","Reference",4e-04,5e-04,0.0017,7e-04,9e-04,4e-04,4e-04,8e-04,0.0016,0.9928
"561_NA","Reference","Reference",4e-04,5e-04,0.0017,7e-04,9e-04,4e-04,4e-04,8e-04,0.0017,0.9927
"606_NA","Reference","Reference",4e-04,5e-04,0.0011,8e-04,0.0011,5e-04,5e-04,0.0012,0.0012,0.9927
"583_NA","Reference","Reference",4e-04,5e-04,0.0012,8e-04,0.0012,5e-04,5e-04,0.0012,0.0012,0.9925
"607_NA","Reference","Reference",4e-04,5e-04,0.0018,7e-04,9e-04,4e-04,4e-04,8e-04,0.0017,0.9925
"560_NA","Reference","Reference",4e-04,5e-04,0.0012,8e-04,0.0013,6e-04,5e-04,0.0013,0.0012,0.9924
"629_NA","Reference","Reference",4e-04,6e-04,0.0012,8e-04,0.0012,5e-04,5e-04,0.0013,0.0012,0.9924
"623_NA","Reference","Reference",5e-04,5e-04,0.0015,6e-04,9e-04,5e-04,4e-04,9e-04,0.0022,0.9919
"577_NA","Reference","Reference",4e-04,5e-04,0.0015,7e-04,9e-04,5e-04,4e-04,9e-04,0.0024,0.9918
"600_NA","Reference","Reference",4e-04,5e-04,0.0015,7e-04,0.001,5e-04,4e-04,9e-04,0.0024,0.9917
"572_NA","Reference","Reference",5e-04,6e-04,0.0011,0.001,0.0012,6e-04,5e-04,0.0018,0.0012,0.9915
"618_NA","Reference","Reference",5e-04,6e-04,0.0011,9e-04,0.0013,6e-04,5e-04,0.0017,0.0013,0.9915
"646_NA","Reference","Reference",4e-04,5e-04,0.0017,7e-04,0.001,5e-04,4e-04,9e-04,0.0023,0.9915
"595_NA","Reference","Reference",5e-04,6e-04,0.0011,9e-04,0.0013,6e-04,5e-04,0.0018,0.0013,0.9913
"641_NA","Reference","Reference",5e-04,6e-04,0.0012,9e-04,0.0014,6e-04,5e-04,0.0019,0.0013,0.9912
"611_NA","Reference","Reference",5e-04,7e-04,9e-04,8e-04,0.0012,7e-04,5e-04,0.0013,0.0026,0.9909
"634_NA","Reference","Reference",5e-04,7e-04,0.001,8e-04,0.0011,7e-04,5e-04,0.0013,0.0026,0.9909
"588_NA","Reference","Reference",5e-04,7e-04,9e-04,8e-04,0.0012,7e-04,5e-04,0.0014,0.0026,0.9908
"565_NA","Reference","Reference",5e-04,7e-04,9e-04,8e-04,0.0011,7e-04,5e-04,0.0013,0.0028,0.9906
"566_NA","Reference","Reference",4e-04,5e-04,7e-04,8e-04,0.0013,5e-04,5e-04,9e-04,0.0043,0.9901
"589_NA","Reference","Reference",4e-04,5e-04,7e-04,7e-04,0.0012,5e-04,4e-04,9e-04,0.0044,0.9901
"635_NA","Reference","Reference",4e-04,5e-04,8e-04,8e-04,0.0013,5e-04,5e-04,0.001,0.0042,0.99
"612_NA","Reference","Reference",4e-04,5e-04,8e-04,7e-04,0.0012,5e-04,5e-04,0.001,0.0044,0.9899
"578_NA","Reference","Reference",6e-04,6e-04,0.003,0.0014,0.002,6e-04,7e-04,0.0029,0.0053,0.9829
"647_NA","Reference","Reference",6e-04,7e-04,0.0031,0.0014,0.0021,7e-04,7e-04,0.0027,0.0053,0.9828
"624_NA","Reference","Reference",6e-04,6e-04,0.0032,0.0014,0.002,6e-04,8e-04,0.0028,0.0054,0.9826
"601_NA","Reference","Reference",6e-04,6e-04,0.0033,0.0014,0.0021,6e-04,8e-04,0.0027,0.0054,0.9825
"616_NA","Reference","Reference",0.0053,0.0346,0.0037,0.0139,0.0024,0.0049,0.0148,0.0036,0.0157,0.901
"570_NA","Reference","Reference",0.0052,0.0352,0.004,0.0139,0.0026,0.0051,0.0142,0.0036,0.0154,0.9008
"639_NA","Reference","Reference",0.0054,0.0355,0.0038,0.0147,0.0027,0.005,0.0134,0.0034,0.0156,0.9006
"593_NA","Reference","Reference",0.0054,0.035,0.0039,0.0139,0.0025,0.0048,0.0144,0.0036,0.0163,0.9002
"625_NA","Reference","Reference",0.0021,0.0574,0.0056,0.0065,0.0244,0.0202,0.0577,0.0086,0.0151,0.8024
"579_NA","Reference","Reference",0.0021,0.0556,0.0056,0.0064,0.0249,0.0188,0.0606,0.0083,0.0154,0.8023
"648_NA","Reference","Reference",0.0021,0.0592,0.0054,0.0062,0.0255,0.0186,0.0573,0.0089,0.0152,0.8018
"602_NA","Reference","Reference",0.002,0.058,0.0052,0.0063,0.0266,0.0187,0.0579,0.0084,0.0151,0.8017
